address,categories,id,lat,long,name,neighborhood
U.S. Capitol Complex,Scenic Lookout,4c2b6a8e9a559c7466380de2,38.88969670232407,-77.01167106628418,U.S. Capitol - West Terrace,Downtown East
1st St NW,Monument / Landmark,4bb64dd9f562ef3b7ef22f97,38.88976343170759,-77.01302773546371,Ulysses S. Grant Memorial,Downtown East
624 E St NW (btwn 6th & 7th St NW),Seafood Restaurant,4db64690ec8e571a35e13e24,38.896191863619975,-77.02146726569346,Luke's Lobster,Downtown East
91 H ST NW,Peruvian Restaurant,54de8ac5498efdb723037b37,38.90037038010604,-77.01161473989487,District Rico,Downtown East
501B G St NW,Bar,586c359f5e56b4471f7a4d26,38.89837983566305,-77.01912480376657,Free State,Downtown East
450 7th St NW (at E St NW),Theater,4c3f4f81520fa593dc66c6ac,38.8957174132878,-77.02218532562256,Shakespeare Theatre Company - Lansburgh Theatre,Downtown East
709 D St NW,New American Restaurant,531ba78a498ef895d33151a4,38.894947108075904,-77.02255010604858,The Partisan,Downtown East
601 F St NW (at 7th St NW),Gym,4add2592f964a520496421e3,38.897331104955924,-77.02153808403328,Vida Fitness,Downtown East
50 Massachusetts Ave NE (in Union Station),Mediterranean Restaurant,4f9fdceae4b0efa846970fa0,38.897385790041945,-77.00655213446369,Roti Modern Mediterranean,Downtown East
444 7th St NW (at E St NW),Sushi Restaurant,4a100544f964a5208a761fe3,38.8957680043832,-77.02191113148488,Sei,Downtown East
410 7th St NW (at D St NW),BBQ Joint,4d7addac082e6ea8c8912108,38.895088644463215,-77.02216655015945,Hill Country Barbecue Market,Downtown East
418 7th St NW,Peruvian Restaurant,54a7101c498eb46943224c11,38.895425,-77.022176,China Chilcano,Downtown East
575 7th St NW (at F St NW),Mexican Restaurant,41ca0a80f964a520971e1fe3,38.897318898346754,-77.02152681288719,Rosa Mexicano,Downtown East
398 7th St NW (at D St NW),Gluten-free Restaurant,502459ffe4b0e522d5096f5c,38.894659,-77.022086,Protein Bar & Kitchen,Downtown East
701 Pennsylvania Ave NW,Monument / Landmark,4b6cadc4f964a520924b2ce3,38.893951048395024,-77.02280224892338,United States Navy Memorial,Downtown East
50 Massachusetts Avenue NE,Burger Joint,53a825e6498e2e83a4545ffa,38.89731891155646,-77.00653751984228,Shake Shack,Downtown East
801 9th St NW,Historic Site,4bd7309032a29521e7fed5b8,38.88981361419182,-77.0090639591217,Rotunda of the U.S. Capitol,Downtown East
800 F St NW (at 8th St. NW),Art Museum,49fb25a6f964a520196e1fe3,38.89771275421679,-77.02299004595119,National Portrait Gallery,Downtown East
440 K St NW (at 5th St NW),Café,5581a9a8498e9053810aa260,38.90228032532726,-77.01721519231796,A Baked Joint,Downtown East
"800 G St. NW (8th and F Streets, NW)",Art Museum,4a299b7df964a520b2951fe3,38.89774646995226,-77.02297925949097,Smithsonian American Art Museum,Downtown East
800 F St NW,Plaza,4ae7235df964a520c2a821e3,38.897954661304595,-77.02295870066385,Robert and Arlene Kogod Courtyard,Downtown East
Union Station,Candy Store,4c44f278429a0f474a84491e,38.897949668173744,-77.0066934948185,Neuhaus Chocolatier,Downtown East
900 6th Street NW,Coffee Shop,5648c247498e93b42e8897c8,38.901054,-77.020102,La Colombe Coffee Roasters,Downtown East
500 5th St NW,Bookstore,4b38cc81f964a5207f5025e3,38.89639271563777,-77.01933876398704,National Academies - Keck Center,Downtown East
200 New Jersey Ave NW,Park,4b1c83a9f964a520110824e3,38.893471188300396,-77.00905323028564,Upper Senate Park,Downtown East
233 2nd St NW (at Constitution Ave NW),Dive Bar,49da7e32f964a5208d5e1fe3,38.893254077287416,-77.0134600996971,Hamilton's Bar & Grill,Downtown East
709 D St NW (at 7th St NW),Deli / Bodega,530a551a498e841db25e23e8,38.894898,-77.022575,Red Apron Butchery,Downtown East
600 I St NW (at 6th St NW),Synagogue,4a9f0416f964a5203a3c20e3,38.90088412666676,-77.02017087333526,Sixth & I Historic Synagogue,Downtown East
10 C St NE,Park,4ba04aa5f964a520ae6637e3,38.89459186620286,-77.00759832611986,Lower Senate Park,Downtown East
"455 Massachusetts Ave NW, Ste 100",Brazilian Restaurant,5575f88b498e6a2031ed0eef,38.900900130455106,-77.01794826714206,Texas de Brazil,Downtown East
50 Massachusetts Ave NE,Bakery,5b9690076dcf04002c63f8c9,38.89783330443075,-77.00644717934559,Magnolia Bakery,Downtown East
Massachusetts Ave,Pool,4c840a83e602b1f77c7eab7a,38.90078163542342,-77.01613930383651,425 Mass Rooftop Pool and Terrace,Downtown East
100 Maryland Ave SW (Independence Ave),Botanical Garden,4a67befef964a52000ca1fe3,38.88825299727735,-77.01290124326792,United States Botanic Garden,Downtown East
4 F St NW (at Massachusetts Ave NW),Irish Pub,40b13b00f964a52056f41ee3,38.897141099032005,-77.0093911886215,Dubliner Restaurant & Pub,Downtown East
709 G St NW (7th St.),Music Store,4bfeedbc369476b05c148d1f,38.898737268193386,-77.02200427397115,Gibson Guitar Showroom DC,Downtown East
400 8th St NW (at D St NW),Tea Room,4a50f34ff964a5204db01fe3,38.89483790230684,-77.02303251041394,Teaism,Downtown East
704 7th St NW (at G St NW),Seafood Restaurant,4a561b68f964a52072b41fe3,38.898795416712815,-77.02185307275104,Legal Sea Foods,Downtown East
675 E St NW (at 7th St. NW),Cupcake Shop,4a381666f964a520b39e1fe3,38.896347,-77.021822,Red Velvet Cupcakery,Downtown East
601 F St NW,American Restaurant,4baaaeb4f964a5206f7f3ae3,38.89810157171325,-77.02089702227093,Acela Club,Downtown East
627 H St NW (at 7th St NW),Diner,5952f04c7b2e047f4e3fdf63,38.89999,-77.020975,Crimson Diner + Whiskey Bar,Downtown East
300 New Jersey Ave NW (D St NW),Deli / Bodega,4ce6845c595cb1f798b6bc14,38.89471371790026,-77.01124740160371,West Wing Cafe,Downtown East
700 Pennsylvania Ave NW (at 7th St NW),Museum,49c61bc3f964a52029571fe3,38.89242635847751,-77.02312380547136,National Archives and Records Administration,Downtown East
509 7th St NW (btwn E & F St NW),Steakhouse,40b13b00f964a5206df71ee3,38.89645459609729,-77.02186874802099,District Chophouse & Brewery,Downtown East
505 H St NW (at 5th St NW),Japanese Restaurant,4a750244f964a52044e01fe3,38.899996,-77.019193,Momiji,Downtown East
610 H St NW,Ice Cream Shop,4c6daf4865eda09341614fd0,38.89977810798123,-77.02055919894033,Rita's Italian Ice & Frozen Custard,Downtown East
Pennsylvania Ave NW,History Museum,4c5471cbfd2ea593aade1c2a,38.89243803549243,-77.02309823653005,National Archives Rotunda,Downtown East
Constitution Ave NW (at 7th St NW),Sculpture Garden,4478cd66f964a520d1331fe3,38.89128752230519,-77.02295780181885,National Gallery of Art - Sculpture Garden,Downtown East
E Capitol Cir (at E Capitol St),Museum,4ae35070f964a520469321e3,38.88981257675331,-77.00797906099068,U.S. Capitol Visitor Center,Downtown East
433 Massachusetts Ave NW,Gym,536ad612498e967d9ac7aa94,38.90071243682861,-77.01750466555698,[solidcore] (solidcore),Downtown East
713 H St NW (btwn 7th & 8th St NW),Pizza Place,443bc104f964a5202a321fe3,38.9000448,-77.0224838,Matchbox Vintage Pizza Bistro,Downtown East
"525 9th Street NW, Suite 700",Men's Store,5323898a498ec3b12aadb6f3,38.8968222,-77.0237596,Trunk Club,Downtown East
707 H Street NW (btwn 7th & 8th St NW),Mediterranean Restaurant,54231977498eff43caedb3d5,38.8999712,-77.0223145,CAVA,Downtown East
740 6th St NW (btwn F & H St NW),Indian Restaurant,5aeced704b78c5002c0f1502,38.89942478165486,-77.02013611793518,Spice 6,Downtown East
801 Pennsylvania Ave NW (at 8th St NW),Burger Joint,54358475498e3a3f0382e3f4,38.89428682237135,-77.02306549889148,b DC Penn Quarter,Downtown East
300 Massachusetts Avenue NW (btwn H & 4th Sts NW),Bar,5116d2ffe4b0543c89b398ce,38.8994039073748,-77.01596796512604,Carving Room Kitchen & Bar,Downtown East
707 7th St NW (btwn G & H St NW),American Restaurant,454a14f8f964a5209e3c1fe3,38.89890515840885,-77.02178256466146,Clyde's of Gallery Place,Downtown East
701 9th St NW (at G St. NW),Mediterranean Restaurant,3fd66200f964a520d5f11ee3,38.898811,-77.023645,Zaytinya,Downtown East
819 7th St NW (at I St NW),Portuguese Restaurant,4a4eb693f964a520f4ae1fe3,38.90037043531736,-77.02194153094578,Nando's Peri-Peri,Downtown East
425 I St NW,Turkish Restaurant,5723657e498e11c97d95f9e9,38.90172926443825,-77.01637297868729,Ottoman Taverna,Downtown East
15 E St NW (at North Capitol St NW),French Restaurant,4a24be9bf964a5203e7e1fe3,38.896234545952645,-77.00971880922093,Bistro Bis,Downtown East
Constitution & Independence Ave (btwn 1st & 17th St),Plaza,49c2fff9f964a5204d561fe3,38.8898577641801,-77.02207908151695,National Mall,Downtown East
800 F St NW (at 9th St NW),Burger Joint,51c22f467dd2142513d69372,38.89699497424359,-77.02376246452332,Shake Shack,Downtown East
8317 Grubb Rd (at Washington Ave.),Diner,4b2522b8f964a520b66c24e3,38.992584536174604,-77.04917616052603,Parkway Deli & Restaurant,Colonial Village
8311 Grubb Rd,Spa,4ca8f045b0b8236adba5b8e6,38.992484926944954,-77.04899719814101,The Emerald Door,Colonial Village
8301 Grubb Rd,American Restaurant,4bbff3d874a9a593e57bcff6,38.992316158229194,-77.04895419930614,"The Daily Dish, A Restaurant & Catering Company",Colonial Village
8325 Grubb Rd. (Colston Dr.),Gym,4b925b9bf964a5203af433e3,38.992983154132524,-77.04862772315705,Rock Creek Sports Club,Colonial Village
1190 East West Hwy,Park,4d6973602ab82d430ea3d7d5,38.98876879377155,-77.03084896228326,Acorn Park,Colonial Village
1302 E West Hwy,Italian Restaurant,4b7ecf2bf964a5201f0130e3,38.99255648707927,-77.03223754436048,Mamma Lucia,Colonial Village
1280 E West Hwy,Video Store,4c1e25a163750f47ff3db967,38.99171161231986,-77.03151111883399,Redbox,Colonial Village
8315 Grubb Rd,Chinese Restaurant,4c3b92734565e21e6af3566a,38.99249082132132,-77.04916590903325,Palais De Lune,Colonial Village
Rock Creek Park,Trail,4f92c61de4b0f63924bd95f2,38.981693244749444,-77.0425403890156,Rock Creek Valley Trail,Colonial Village
"Washington, D.C.",Trail,5259a70311d209f610cfa8dc,38.98829460097301,-77.05012464348002,Boundary Trail,Colonial Village
8380 Colesville Rd (at East West Hwy.),Office,4c361fd93849c9286e7ebbb1,38.99240642380891,-77.03448335403671,The Blair Building,Colonial Village
8309 Grubb Road,Convenience Store,5814bbcf38faad8ef9eaa73a,38.992449,-77.048854,Corner Market and Pharmacy,Colonial Village
8309 Grubb Rd,Grocery Store,4bdf1c17c3392d7f80339cd5,38.99235938242028,-77.04901293702511,Takoma Park Silver Spring Co-op,Colonial Village
Grubb Rd (at Washington Ave),Shopping Mall,4fd27cb7e4b0b569185dc66d,38.99254176772053,-77.04914771686227,Rock Creek Shopping Center,Colonial Village
"E West Hwy, MD",Bus Station,4f4ac94fe4b0ef2848472ccc,38.99459939061802,-77.03595648777659,"WMATA Metro Bus Stop #2000177 (J1, J2, J3, Ride On)",Colonial Village
8380 Colesville Rd Ste 100B,Business Service,4eca6077f5b9e88195d5e740,38.992898609396946,-77.03285231256814,Securitas Security Services USA,Colonial Village
7914 Georgia Ave,South American Restaurant,4eb84a7a6c2590eb894197f4,38.98550206641422,-77.02670278658599,La Fonda Paisa,Shepherd Park
1115 E West Hwy,Brewery,53a5a667498e60f10d71cb4f,38.98860059859589,-77.02731980133206,Denizens Brewing Co.,Shepherd Park
7804 Alaska Ave NW (Georgia Ave),Liquor Store,4bb11ac5f964a520bf7a3ce3,38.9841628657206,-77.0272042822018,Morris Miller Wine & Spirits,Shepherd Park
